date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:19	2212/2212	---M--	200	added ('OK')	image/gif	etag:W/%222212-1712018860000%22	https://seal.globalsign.com/SiteSeal/images/gs_noscript_125-50_en.gif	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/seal.globalsign.com/SiteSeal/images/gs_noscript_125-50_en.gif	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jun%202024%2002:49:51%20GMT	http://seal.globalsign.com/SiteSeal/gmogs_image_125-50_en_blue.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/seal.globalsign.com/SiteSeal/gmogs_image_125-50_en_blue.25.delayed	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:20	1651/1651	---M--	200	added ('OK')	application/javascript	etag:W/%221651-1712018860000%22	https://seal.globalsign.com/SiteSeal/gmogs_image_125-50_en_blue.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/seal.globalsign.com/SiteSeal/gmogs_image_125-50_en_blue.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:20	3869/3869	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/BxI/SliderLanguage.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/BxI/SliderLanguage.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:20	21421/21421	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/BxI/Shared.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/BxI/Shared.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:21	1124/1124	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/Functions/Login.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/Functions/Login.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:21	2027/2027	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/Functions/CardAuthentication.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/Functions/CardAuthentication.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:22	15705/15705	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/Functions/Create_Change-InternetKey.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/Functions/Create_Change-InternetKey.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:22	7013/7013	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/Functions/BCPForgottenKey.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/Functions/BCPForgottenKey.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:23	5220/5220	---M-Z	200	added ('OK')	application/javascript	etag:%220fc14f3a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Scripts/BxI/Init.js	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Scripts/BxI/Init.js	(from https://www.bancaporinternet.bcp.com.bo/Account/Login)
22:48:24	1365/1365	---M--	200	added ('OK')	image/png	etag:%220cfe3f1a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Content/Images/circulo.png	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Content/Images/circulo.png	(from https://www.bancaporinternet.bcp.com.bo/Content/stylesheets/newbase.css)
22:48:24	43386/43386	---M--	200	added ('OK')	image/png	etag:%220cfe3f1a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Content/Images/bannerOfertas.png	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Content/Images/bannerOfertas.png	(from https://www.bancaporinternet.bcp.com.bo/Content/stylesheets/newbase.css)
22:48:25	3361/3361	---M--	200	added ('OK')	image/png	etag:%220cfe3f1a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Content/Images/under-construction.png	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Content/Images/under-construction.png	(from https://www.bancaporinternet.bcp.com.bo/Content/stylesheets/newbase.css)
22:48:25	53906/53906	---M--	200	added ('OK')	image/png	etag:%220cfe3f1a7b3da1:0%22	https://www.bancaporinternet.bcp.com.bo/Content/images/main.png	D:/SEPTIMO%20SEMESTRE/SEGURIDAD%20DE%20SISTEMAS/WEB3/BCP/www.bancaporinternet.bcp.com.bo/Content/images/main.png	(from https://www.bancaporinternet.bcp.com.bo/Content/stylesheets/newbase.css)
